date_time,traffic_volume,temperature,humidity,weather_condition
2023-01-01 00:00:00,191.0420844510476,15.38788773797748,40.2893610841339,Snow
2023-01-01 01:00:00,115.1424188077767,18.271183712871846,62.94442106211676,Clear
2023-01-01 02:00:00,85.03613892431346,24.14297888780907,67.33615295957713,Clear
2023-01-01 03:00:00,78.1114909548651,35.93394791512189,33.3905393699502,Rain
2023-01-01 04:00:00,100.51346625478348,14.623678674406925,38.24337168703456,Clear
2023-01-01 05:00:00,301.2456438549032,10.136495082814344,35.95740075789064,Snow
2023-01-01 06:00:00,491.4499474963099,5.948018516717806,47.9064722593327,Clouds
2023-01-01 07:00:00,668.558466454006,25.851408644744016,54.81804783372357,Rain
2023-01-01 08:00:00,614.0902662447695,9.815914545542038,38.41374989629793,Rain
2023-01-01 09:00:00,384.4024322951679,12.42284448458104,78.35883263711611,Snow
2023-01-01 10:00:00,353.2360529583212,37.9510915548059,41.39243446333637,Clouds
2023-01-01 11:00:00,397.9342241011388,31.77903979764662,38.89647731004637,Clouds
2023-01-01 12:00:00,400.35878583615926,21.323492913552553,80.9918736526053,Snow
2023-01-01 13:00:00,437.8823713595599,8.107520103818672,64.29497937584398,Clear
2023-01-01 14:00:00,431.1047558132523,5.431842805357547,42.187133443265196,Snow
2023-01-01 15:00:00,488.84220444572856,8.001530256247463,88.480319570424,Clouds
2023-01-01 16:00:00,585.1982692341562,7.723393379774459,84.46709359228629,Clear
2023-01-01 17:00:00,485.8726619660868,32.722696043963175,31.41396554967174,Snow
2023-01-01 18:00:00,504.99984721134956,24.269759001094258,59.74558495334669,Snow
2023-01-01 19:00:00,395.6447732632517,15.105651250076797,49.81160123151824,Rain
2023-01-01 20:00:00,322.86995196041363,12.28977215525461,81.5139395797878,Snow
2023-01-01 21:00:00,289.7507659439842,19.52292555526961,39.44080568703568,Clear
2023-01-01 22:00:00,218.2731483870258,34.99179789180625,41.26494747542576,Snow
2023-01-01 23:00:00,163.52559456475325,19.244208505738147,45.17158339159586,Rain
2023-01-02 00:00:00,298.1705179289212,22.802772540689457,54.102722490805235,Snow
2023-01-02 01:00:00,237.3351418249431,-0.9848781844539545,71.75345148429966,Clouds
2023-01-02 02:00:00,113.18258250886885,11.783256825545555,79.44229010811173,Clear
2023-01-02 03:00:00,146.17203353730417,28.97976135899031,34.285236215306426,Clear
2023-01-02 04:00:00,148.5944401340044,27.623628668010596,54.19508761739309,Snow
2023-01-02 05:00:00,365.75412109871303,15.763383702119484,54.01347530733238,Clear
2023-01-02 06:00:00,642.2175189250252,0.6631733082690587,56.13941247882329,Clouds
2023-01-02 07:00:00,1060.513999567817,24.681705862883252,61.55589448759315,Snow
2023-01-02 08:00:00,798.553647185592,17.75372230983176,82.88324239318686,Clear
2023-01-02 09:00:00,833.4616481827902,21.198695965126547,88.25384162322028,Rain
2023-01-02 10:00:00,552.0880223560155,0.6189769930093973,52.18975377316555,Clouds
2023-01-02 11:00:00,610.2429876533657,24.486102731097887,45.89850370200927,Clouds
2023-01-02 12:00:00,755.2632585160326,25.190723003067674,73.05065371562597,Clear
2023-01-02 13:00:00,1121.4983391131798,29.804339144586002,66.29585058653115,Clear
2023-01-02 14:00:00,1094.1840045719323,32.00912498553464,66.20180632583755,Clouds
2023-01-02 15:00:00,1161.8194209869978,19.89483752698791,55.48106081671345,Rain
2023-01-02 16:00:00,1143.4172763002912,33.68407747381473,74.88941066613796,Rain
2023-01-02 17:00:00,629.7752983262112,13.97107833541916,67.90387888452574,Clear
2023-01-02 18:00:00,526.1983838311952,32.08100614310464,40.38468611157485,Snow
2023-01-02 19:00:00,624.3160042792896,23.55505311739503,31.5511192810478,Rain
2023-01-02 20:00:00,432.3221023152805,11.760226335007912,77.43872240051729,Clouds
2023-01-02 21:00:00,404.73097017399374,20.84435878958702,89.65353461400795,Clouds
2023-01-02 22:00:00,342.59196002433373,0.7407714214291303,58.474896484552346,Clouds
2023-01-02 23:00:00,315.0110812112539,21.670869657974738,66.22629144915444,Rain
2023-01-03 00:00:00,385.17764539716677,22.938990589911366,38.65211455291259,Clouds
2023-01-03 01:00:00,182.83884052472075,28.234821284670065,81.14775082486813,Rain
2023-01-03 02:00:00,135.47949879232777,6.204423376727027,53.41780374549076,Clouds
2023-01-03 03:00:00,175.15679043496698,25.21651948396663,39.73115960173801,Rain
2023-01-03 04:00:00,204.28117953324522,12.436640311104458,55.76573828885919,Snow
2023-01-03 05:00:00,418.5967490864639,13.317558316478001,40.40342185188541,Clear
2023-01-03 06:00:00,882.9855360293988,19.309008458125373,39.32968223453061,Clear
2023-01-03 07:00:00,893.9808437584168,20.852066287673285,55.001394213894244,Rain
2023-01-03 08:00:00,800.6703756467472,19.626754014465572,68.89101203798214,Snow
2023-01-03 09:00:00,682.0300653126463,21.769557592628523,82.51665867823604,Snow
2023-01-03 10:00:00,626.2844468811265,20.21311599389452,76.17834889648864,Snow
